time/iterations,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,train/n_updates,train/clip_fraction,train/loss,train/explained_variance,train/value_loss,train/approx_kl,train/entropy_loss,train/clip_range,train/learning_rate,train/policy_gradient_loss
35,-10.745,450,159,71680,400.0,340,0.051953125,37.51833724975586,0.5516161024570465,99.96448730230331,0.0041438015,-0.24255092912353576,0.2,0.0003,-0.0028612352685740915
36,-4.97,448,164,73728,400.0,350,0.025048828125,70.22889709472656,0.5097860395908356,104.68136163949967,0.0014401958,-0.28772204350680114,0.2,0.0003,0.0001740943975164555
37,-4.2675,448,169,75776,400.0,360,0.018798828125,40.17280960083008,0.7481970191001892,111.88011481761933,0.002035133,-0.3773952227085829,0.2,0.0003,-0.00043399137939559296
38,-11.875,448,173,77824,400.0,370,0.021142578125,55.28456115722656,0.5954833328723907,92.67372220754623,0.0022876125,-0.2708947216626257,0.2,0.0003,-7.097726847860031e-05
39,20.9425,448,178,79872,400.0,380,0.0205078125,66.320068359375,0.7907648682594299,144.84887597560882,0.0032213547,-0.3528550981543958,0.2,0.0003,-0.0018862976401578635
40,39.835,448,182,81920,400.0,390,0.044091796875,101.58587646484375,0.7346314191818237,147.78690235614778,0.0025702908,-0.28243141802959143,0.2,0.0003,-0.00197467027901439
41,37.175,448,187,83968,400.0,400,0.010302734375,69.22872924804688,0.7470492422580719,165.27232007980348,0.0012670197,-0.2645083195529878,0.2,0.0003,-0.00024891961948014796
42,79.3725,448,191,86016,400.0,410,0.039501953125,76.76813507080078,0.8043042123317719,167.1243278980255,0.002688656,-0.30287539334967734,0.2,0.0003,-0.002818956522969529
43,76.3825,448,196,88064,400.0,420,0.02705078125,43.90530776977539,0.626043438911438,105.85014202594758,0.0032645063,-0.21071948655880987,0.2,0.0003,-0.0012778186530340463
44,83.1425,449,200,90112,400.0,430,0.030908203125,89.86168670654297,0.6688192486763,185.34898030757904,0.0018092662,-0.2595134296920151,0.2,0.0003,-0.0018199496145825834
45,137.8575,450,204,92160,400.0,440,0.011181640625,54.074031829833984,0.6832714676856995,96.31996272802353,0.000807692,-0.15444665572140365,0.2,0.0003,0.0007225106048281305
46,164.7275,450,209,94208,400.0,450,0.0181640625,55.77809143066406,0.6625353395938873,105.47165322303772,0.0009611235,-0.19046384785324336,0.2,0.0003,-0.0001440815714886412
47,166.12,450,213,96256,400.0,460,0.030322265625,72.79251098632812,0.6730981767177582,141.05933411121367,0.0048665972,-0.1999456716235727,0.2,0.0003,-0.0021976046729832886
48,170.315,449,218,98304,400.0,470,0.019287109375,65.021484375,0.5458413064479828,109.28876692056656,0.0012501162,-0.1425613841973245,0.2,0.0003,-0.0005933925487624947
49,163.145,449,223,100352,400.0,480,0.030859375,86.11540985107422,0.7783673703670502,147.0993138551712,0.0044112448,-0.2346047497354448,0.2,0.0003,-0.002650110304603004
50,186.725,449,227,102400,400.0,490,0.00712890625,41.39794158935547,0.7784100621938705,101.61525609493256,0.0025271,-0.169798189192079,0.2,0.0003,0.0004082146268046927
51,184.435,449,232,104448,400.0,500,0.009814453125,49.14609909057617,0.5373213887214661,124.12821998596192,0.0015696607,-0.13816329545807093,0.2,0.0003,0.0005236665325355716
52,188.0225,449,236,106496,400.0,510,0.020263671875,99.92333221435547,0.8043209910392761,154.72558350563048,0.002023222,-0.1682528628502041,0.2,0.0003,-0.0021688793378416447
53,206.755,449,241,108544,400.0,520,0.02353515625,54.865013122558594,0.7740093469619751,124.43210330009461,0.0012877178,-0.1462601939449087,0.2,0.0003,-0.0015811245735676493
54,196.83,447,246,110592,400.0,530,0.01416015625,65.021484375,0.4337891936302185,116.13440634012223,0.00082475715,-0.13009039803873748,0.2,0.0003,0.0018557667295681312
55,193.8875,447,251,112640,400.0,540,0.03125,77.83480072021484,0.6138027906417847,185.6711121559143,0.0069718976,-0.1864721122197807,0.2,0.0003,-0.0006521367467939854
56,197.685,448,255,114688,400.0,550,0.0044921875,77.2844467163086,0.8061893582344055,182.43015868663787,0.0007191015,-0.22192029636353255,0.2,0.0003,-0.00037016428250353784
57,197.8575,448,260,116736,400.0,560,0.016357421875,114.54032897949219,0.6233719289302826,191.52667765617372,0.0034097172,-0.15472482247278094,0.2,0.0003,-0.0018556351991719567
58,202.6,449,264,118784,400.0,570,0.013623046875,95.2146987915039,0.663446307182312,169.63646085262297,0.003414796,-0.1776578839169815,0.2,0.0003,-0.0002169049534131773
59,200.2375,449,268,120832,400.0,580,0.01875,64.463134765625,0.5122537016868591,128.4720253109932,0.0011937006,-0.14145359075628222,0.2,0.0003,0.0010417364872409962
60,196.6125,450,272,122880,400.0,590,0.0310546875,91.27047729492188,0.683967649936676,190.1145619869232,0.002840499,-0.2509829050395638,0.2,0.0003,-0.0003683722396090161
61,199.7475,450,277,124928,400.0,600,0.01689453125,94.45960235595703,0.8165645152330399,172.66901476383208,0.0027036848,-0.17651673988439143,0.2,0.0003,-0.0013169962847314309
62,194.6475,451,281,126976,400.0,610,0.007861328125,41.9538459777832,0.5225138366222382,124.38207322359085,0.000500162,-0.09464372851653025,0.2,0.0003,0.00019507152028381826
63,193.0875,451,285,129024,400.0,620,0.014501953125,60.59933853149414,0.6766183376312256,163.19116711616516,0.0017420405,-0.17271501240320503,0.2,0.0003,0.0012324055103817954
64,190.9275,451,290,131072,400.0,630,0.0052734375,63.290008544921875,0.8051263988018036,163.2651421546936,0.00071003987,-0.13606969872489572,0.2,0.0003,-0.00018711184238782153
65,194.6425,451,294,133120,400.0,640,0.016259765625,123.0882797241211,0.6710980236530304,121.27377198934555,0.0022062124,-0.1209851600928232,0.2,0.0003,3.023548051714897e-05
66,195.9825,452,298,135168,400.0,650,0.00830078125,24.348295211791992,0.5617310702800751,106.2341617822647,0.0012492149,-0.08507784121902659,0.2,0.0003,5.51344062841963e-05
67,186.59,452,303,137216,400.0,660,0.02294921875,47.629703521728516,0.5683903396129608,112.81436406373977,0.0022765244,-0.07124853306449949,0.2,0.0003,-0.0010462803475093096
68,184.9375,452,308,139264,400.0,670,0.024169921875,75.11708068847656,0.7505784779787064,180.6894526720047,0.0021867775,-0.14710624127183108,0.2,0.0003,-0.0012350567754765506
69,188.835,452,312,141312,400.0,680,0.022021484375,77.50838470458984,0.8149588704109192,177.7597516298294,0.0024551095,-0.14635287958662957,0.2,0.0003,-0.0006489563922514208
70,185.585,452,316,143360,400.0,690,0.012890625,43.913177490234375,0.31727802753448486,111.48264653682709,0.00021843739,-0.06979141174815595,0.2,0.0003,0.0009409054735442623
71,179.5125,452,321,145408,400.0,700,0.014306640625,53.57009506225586,0.6881450712680817,149.39248449802398,0.0012853718,-0.11674521462991834,0.2,0.0003,-0.00027134572737850247
72,175.0625,452,325,147456,400.0,710,0.016552734375,150.81991577148438,0.7893611639738083,271.32200956344604,0.0011529559,-0.17447176892310381,0.2,0.0003,-0.0007758318242849782
73,166.43,452,330,149504,400.0,720,0.013037109375,123.84129333496094,0.8058449178934097,182.76468732357026,0.0009836559,-0.10396072281291709,0.2,0.0003,0.0002780416019959375
74,158.56,452,335,151552,400.0,730,0.009423828125,83.48509979248047,0.5656677186489105,260.99814558029175,0.0011352722,-0.18992345842998476,0.2,0.0003,0.0006330702643026597
75,161.87,452,339,153600,400.0,740,0.011083984375,76.92924499511719,0.805929496884346,204.06167302131652,0.0009551973,-0.16739244614727794,0.2,0.0003,0.0002842826375854202
76,168.035,452,344,155648,400.0,750,0.0166015625,76.07074737548828,0.7423782348632812,192.1216807603836,0.0020427613,-0.11446617844048887,0.2,0.0003,-0.0008052729252085555
77,163.37,451,348,157696,400.0,760,0.012548828125,56.547149658203125,0.534843921661377,118.41211775541305,0.00051782647,-0.07338202323298901,0.2,0.0003,0.0001587547674716916
78,165.2525,451,353,159744,400.0,770,0.024853515625,80.09056854248047,0.6420944631099701,159.8936017036438,0.009196308,-0.148461210494861,0.2,0.0003,1.4274798741098493e-05
79,186.43,452,357,161792,400.0,780,0.01767578125,58.59404373168945,0.5969158411026001,117.8092836022377,0.0005728783,-0.09013205487281084,0.2,0.0003,-0.00032862840671441516
80,180.7075,451,362,163840,400.0,790,0.01494140625,83.6036376953125,0.6314786374568939,104.09941686391831,0.00055513345,-0.08382968832738698,0.2,0.0003,-0.00046996916280477307
81,177.6325,451,367,165888,400.0,800,0.01826171875,34.571170806884766,0.7403885424137115,131.36316051483155,0.0010545643,-0.17110972192604096,0.2,0.0003,0.001797365274251206
82,171.6175,452,371,167936,400.0,810,0.01376953125,97.91236114501953,0.6215417087078094,171.22994256019592,0.0011819126,-0.16402911010663956,0.2,0.0003,0.00033244936057599264
83,170.3525,452,376,169984,400.0,820,0.03779296875,74.41484832763672,0.6508143246173859,186.0324496269226,0.01047066,-0.1670964536489919,0.2,0.0003,-0.0022413206883356907
84,169.025,451,380,172032,400.0,830,0.024169921875,71.1307144165039,0.6835421025753021,193.7252783536911,0.001076672,-0.17366193498019128,0.2,0.0003,0.0004575444254442118
85,164.9,452,384,174080,400.0,840,0.007470703125,48.8845100402832,0.5762002170085907,133.50544481277467,0.0011661663,-0.11118130905088038,0.2,0.0003,0.0008816183828457725
86,160.8975,452,389,176128,400.0,850,0.01201171875,89.19513702392578,0.657259076833725,166.14823582172394,0.0009569896,-0.12045393008738756,0.2,0.0003,0.0003674808220239356
87,184.86,452,393,178176,400.0,860,0.009912109375,62.26027297973633,0.6704458594322205,156.25439205169678,0.0006514732,-0.09425857418682426,0.2,0.0003,0.00016702279390301555
88,180.4025,452,398,180224,400.0,870,0.00771484375,87.83810424804688,0.6991951763629913,149.07462511062622,0.00047352893,-0.1125492389779538,0.2,0.0003,3.93660317058675e-05
89,170.72,452,402,182272,400.0,880,0.012255859375,78.23082733154297,0.7564834207296371,171.91363184452058,0.0011559885,-0.12999437163816766,0.2,0.0003,-0.000451598696236033
90,175.21,452,407,184320,400.0,890,0.003271484375,62.44190979003906,0.7780033200979233,142.96806898117066,0.00082066224,-0.11231529377400876,0.2,0.0003,9.457405685679987e-05
91,187.6475,452,411,186368,400.0,900,0.014404296875,122.54412841796875,0.5493243336677551,180.2802696943283,0.0035930942,-0.10357824645470828,0.2,0.0003,0.0004990770583390258
92,195.5,452,416,188416,400.0,910,0.009228515625,83.20084381103516,0.6234917640686035,109.23568004369736,0.0011434751,-0.07988449811236933,0.2,0.0003,0.000545000919373706
93,197.14,453,420,190464,400.0,920,0.012109375,63.961395263671875,0.6684383153915405,164.97274322509764,0.0012894482,-0.08444088199175895,0.2,0.0003,-0.000860401862883009
94,201.2225,453,424,192512,400.0,930,0.0109375,126.26215362548828,0.7261223495006561,190.6179393529892,0.0015754974,-0.10156890848884359,0.2,0.0003,0.00012395329831633718
95,197.8175,453,429,194560,400.0,940,0.014697265625,94.00630187988281,0.7838690131902695,223.33703484535218,0.0014394333,-0.16342086754739285,0.2,0.0003,0.0007895283793914132
96,198.9275,453,433,196608,400.0,950,0.006787109375,95.11323547363281,0.666938066482544,193.97722845077516,0.0003869762,-0.11047103735618294,0.2,0.0003,0.0002896566715207882
97,194.885,453,437,198656,400.0,960,0.027783203125,79.49396514892578,0.6069732010364532,125.9388264656067,0.0023366287,-0.1048808134160936,0.2,0.0003,0.001281123781518545
98,187.56,453,442,200704,400.0,970,0.052197265625,70.76913452148438,0.6741057336330414,165.10262736082078,0.02582017,-0.1275172556983307,0.2,0.0003,0.001113315094698919
